InitializeWeights:  w_a = 0.995 w_b = 0.99999

 iterations              T          dS/S            meanE              sdE         (e)meanE           (e)sdE   acc    alpha
   27310000       1.219715  2.301022e-06      6085.212853         8.575374      6079.487325         3.289137  0.43  0.22671
   27320000       1.216937  2.295700e-06      6076.605152         5.924649      6080.012612         3.279858  0.42  0.22639
   27330000       1.214161  2.291402e-06      6082.019672         5.617128      6078.387864         3.275827  0.46  0.22624
   27340000       1.211402  2.285752e-06      6077.103890         8.131994      6073.155844         3.271101  0.48  0.22471
   27350000       1.208649  2.290424e-06      6072.897680         4.586396      6070.572683         3.259998  0.36  0.21930
   27360000       1.205896  2.262655e-06      6079.319630        10.401711      6075.521025         3.255808  0.43  0.22671
   27370000       1.203149  2.272580e-06      6075.893302         2.470298      6075.468647         3.249834  0.45  0.22664
   27380000       1.200416  2.291589e-06      6077.337326         4.127735      6076.407200         3.241473  0.45  0.22664
   27390000       1.197690  2.180874e-06      6078.364918         4.498293      6074.771040         3.232740  0.45  0.22664
   27400000       1.194975  2.181920e-06      6072.397214         3.132695      6072.790709         3.224853  0.47  0.22559
   27410000       1.192260  2.290028e-06      6072.020536         6.007939      6077.586475         3.220216  0.45  0.22664
   27420000       1.189565  2.247400e-06      6073.132316         1.870881      6074.049465         3.216774  0.51  0.22062
   27430000       1.186880  1.976399e-06      6079.126033         7.629109      6074.859293         3.214239  0.46  0.22624
   27440000       1.184208  2.259163e-06      6075.499561         2.925973      6075.495641         3.203327  0.39  0.22394
   27450000       1.181540  2.243978e-06      6072.916303         1.615868      6074.396045         3.196661  0.43  0.22671
   27460000       1.178874  2.282757e-06      6088.649169        11.135730      6078.864229         3.192742  0.40  0.22500
   27470000       1.176217  2.279675e-06      6079.131972         2.515045      6078.639780         3.185311  0.31  0.20670
   27480000       1.173572  2.251205e-06      6078.861913         3.577523      6076.887782         3.180003  0.52  0.21879
   27490000       1.170941  2.274699e-06      6076.188252         2.886035      6075.977168         3.173356  0.39  0.22394
   27500000       1.168307  2.284015e-06      6071.812631         2.449542      6074.045147         3.161882  0.42  0.22639
   27510000       1.165674  2.259882e-06      6076.908345         3.109031      6074.011518         3.152867  0.32  0.20971
   27520000       1.163053  2.274897e-06      6075.075850         3.995278      6075.578724         3.151929  0.34  0.21499
   27530000       1.160440  2.278266e-06      6067.532928         7.205052      6074.525506         3.143344  0.36  0.21930
   27540000       1.157836  2.234255e-06      6074.797089         1.775929      6073.308799         3.139046  0.48  0.22471
   27550000       1.155244  2.176993e-06      6072.812407         1.108933      6072.518243         3.133476  0.45  0.22664
   27560000       1.152661  2.270727e-06      6070.675767         1.227876      6069.716218         3.127335  0.38  0.22264
   27570000       1.150077  2.265937e-06      6075.474414         4.077143      6071.991807         3.120182  0.49  0.22358
   27580000       1.147501  2.270867e-06      6078.281853         9.082954      6073.031246         3.113564  0.49  0.22358
   27590000       1.144932  2.263589e-06      6080.304298         8.653020      6075.295779         3.109534  0.54  0.21442
   27600000       1.142376  2.273165e-06      6084.561466         8.002974      6076.715753         3.098226  0.46  0.22624
   27610000       1.139823  2.140812e-06      6073.988134         4.594069      6074.289292         3.095626  0.53  0.21672
   27620000       1.137287  2.220785e-06      6070.782598         1.157925      6071.212102         3.089439  0.40  0.22500
   27630000       1.134747  2.244977e-06      6072.274814         2.500462      6070.285173         3.081114  0.39  0.22394
   27640000       1.132215  2.262644e-06      6075.878795         3.427943      6074.659958         3.075354  0.39  0.22394
   27650000       1.129701  2.260164e-06      6071.285246         3.766451      6072.771138         3.069657  0.42  0.22639
   27660000       1.127196  2.233358e-06      6083.885321         6.545024      6077.759719         3.067330  0.43  0.22671
   27670000       1.124699  2.231949e-06      6070.749504         4.563778      6075.091070         3.066753  0.35  0.21726
   27680000       1.122223  2.241829e-06      6076.229662         5.695158      6071.897338         3.057663  0.52  0.21879
   27690000       1.119738  2.228030e-06      6072.793921         2.944299      6070.096017         3.048074  0.41  0.22582
   27700000       1.117264  2.200533e-06      6069.384908         2.395530      6070.339804         3.042617  0.44  0.22680
   27710000       1.114779  2.247918e-06      6070.302493         1.818120      6071.145263         3.032361  0.44  0.22680
   27720000       1.112298  2.216656e-06      6076.158978         4.583453      6072.886661         3.023689  0.51  0.22062
   27730000       1.109815  2.261283e-06      6070.570603         4.362072      6074.442650         3.013689  0.47  0.22559
   27740000       1.107339  2.251035e-06      6076.326129         5.003505      6073.761884         3.008012  0.51  0.22062
   27750000       1.104873  2.232361e-06      6069.583862         1.222118      6070.574534         3.002053  0.35  0.21726
   27760000       1.102407  2.266165e-06      6066.966683         4.422181      6071.159718         2.992533  0.42  0.22639
   27770000       1.099941  2.263808e-06      6073.728010         4.432354      6074.969329         2.985110  0.49  0.22358
   27780000       1.097488  2.224713e-06      6074.967257         5.383538      6072.597327         2.979836  0.39  0.22394
   27790000       1.095038  2.243054e-06      6069.615545         4.581048      6070.530726         2.974216  0.44  0.22680
   27800000       1.092595  2.187629e-06      6074.272480         2.878538      6072.523716         2.968171  0.46  0.22624
   27810000       1.090154  2.064965e-06      6072.649478         2.210505      6073.898008         2.957472  0.40  0.22500
   27820000       1.087715  2.262478e-06      6076.996559         6.564389      6072.855896         2.953186  0.43  0.22671
   27830000       1.085278  2.278210e-06      6075.163325         1.088355      6075.172255         2.940906  0.48  0.22471
   27840000       1.082836  2.254669e-06      6075.123507         3.308276      6074.618808         2.931084  0.34  0.21499
   27850000       1.080395  2.270024e-06      6079.306855         7.776378      6072.852556         2.924072  0.41  0.22582
   27860000       1.077960  2.166394e-06      6074.947837         2.354790      6076.756877         2.915974  0.33  0.21247
   27870000       1.075524  2.281820e-06      6076.756100         0.936576      6076.321981         2.905527  0.38  0.22264
   27880000       1.073085  2.289627e-06      6071.824645         5.042777      6075.999205         2.898495  0.38  0.22264
   27890000       1.070656  2.174429e-06      6073.911935         3.238572      6074.604538         2.895234  0.41  0.22582
   27900000       1.068240  2.297428e-06      6071.518066         2.012186      6071.942415         2.886800  0.50  0.22222
   27910000       1.065824  2.234106e-06      6074.843767         4.900107      6072.783367         2.881057  0.38  0.22264
   27920000       1.063409  2.297599e-06      6067.608297         5.752945      6073.059173         2.873468  0.42  0.22639
   27930000       1.061014  2.235179e-06      6070.296405         8.903830      6070.416840         2.867628  0.38  0.22264
   27940000       1.058612  2.147794e-06      6072.694637         3.106425      6070.613745         2.863172  0.44  0.22680
   27950000       1.056220  2.254114e-06      6075.659097         3.890574      6073.226115         2.855242  0.44  0.22680
   27960000       1.053828  2.285031e-06      6070.842597         1.923057      6071.849980         2.849211  0.36  0.21930
   27970000       1.051446  2.293215e-06      6071.981597         2.819285      6072.345124         2.839444  0.41  0.22582
   27980000       1.049067  2.272075e-06      6071.035894         3.453351      6071.274416         2.833913  0.49  0.22358
   27990000       1.046686  2.303572e-06      6072.106510         1.787269      6071.509028         2.826018  0.49  0.22358
   28000000       1.044307  2.257880e-06      6072.089571         4.887021      6073.195176         2.821485  0.44  0.22680
   28010000       1.041945  2.297800e-06      6076.535538         6.011835      6071.664782         2.815702  0.36  0.21930
   28020000       1.039586  2.200608e-06      6070.369294         5.065129      6074.649295         2.809915  0.44  0.22680
   28030000       1.037233  2.256576e-06      6077.608610         2.091007      6077.250315         2.802823  0.49  0.22358
   28040000       1.034881  2.298545e-06      6078.314835         5.281522      6076.837650         2.794341  0.56  0.20914
   28050000       1.032532  2.294517e-06      6074.826508         2.897015      6076.267134         2.786928  0.46  0.22624
   28060000       1.030184  2.295753e-06      6071.360314         2.754477      6073.931807         2.780997  0.43  0.22671
   28070000       1.027840  2.282754e-06      6069.673267         4.421458      6072.687298         2.775426  0.39  0.22394
   28080000       1.025503  2.294807e-06      6065.721776         4.090907      6069.707974         2.768781  0.40  0.22500
   28090000       1.023171  2.315548e-06      6068.337322         1.995528      6068.565485         2.757779  0.39  0.22394
